short_name,lon,name,eightd_has_key_dispenser,capacity,station_type,lat,electric_bike_surcharge_waiver,has_kiosk,eightd_station_services,externalId,stationId,legacyId,region_code,rack_model,address,dockless_bikes_parking_zone_capacity,client_station_id
16953,-87.63121,Vincennes Ave & 75th St,false,7,classic,41.75797,false,true,[],a3b2513d-a135-11e9-9cda-0a87ae2ba916,568,568,undefined,undefined,undefined,undefined,undefined
569,-87.595751,Woodlawn Ave & 75th St,false,11,classic,41.75916,false,true,[],a3b25656-a135-11e9-9cda-0a87ae2ba916,569,569,undefined,undefined,undefined,undefined,undefined
570,-87.60641,Evans Ave & 75th St,false,7,classic,41.75849,false,true,[],a3b25b6d-a135-11e9-9cda-0a87ae2ba916,570,570,undefined,undefined,undefined,undefined,undefined
571,-87.614138,Vernon Ave & 75th St,false,11,classic,41.758361,false,true,[],a3b26084-a135-11e9-9cda-0a87ae2ba916,571,571,undefined,undefined,undefined,undefined,undefined
572,-87.624621,State St & 76th St,false,11,classic,41.756971,false,true,[],a3b2659d-a135-11e9-9cda-0a87ae2ba916,572,572,undefined,undefined,undefined,undefined,undefined
573,-87.624424,State St & 79th St,false,11,classic,41.750794,false,true,[],a3b26acf-a135-11e9-9cda-0a87ae2ba916,573,573,undefined,undefined,undefined,undefined,undefined
574,-87.61379,Vernon Ave & 79th St,false,11,classic,41.75094,false,true,[],a3b26fee-a135-11e9-9cda-0a87ae2ba916,574,574,undefined,undefined,undefined,undefined,undefined
575,-87.605026,Cottage Grove Ave & 78th St,false,11,classic,41.753174,false,true,[],a3b2767f-a135-11e9-9cda-0a87ae2ba916,575,575,undefined,undefined,undefined,undefined,undefined
576,-87.597552,Greenwood Ave & 79th St,false,11,classic,41.751294,false,true,[],a3b27bcf-a135-11e9-9cda-0a87ae2ba916,576,576,undefined,undefined,undefined,undefined,undefined
577,-87.585337,Stony Island Ave & South Chicago Ave,false,11,classic,41.751173,false,true,[],a3b2810e-a135-11e9-9cda-0a87ae2ba916,577,577,undefined,undefined,undefined,undefined,undefined
16970,-87.578496,Bennett Ave & 79th St,false,11,classic,41.751785,false,true,[],a3b2862e-a135-11e9-9cda-0a87ae2ba916,578,578,undefined,undefined,undefined,undefined,undefined
579,-87.565211,Phillips Ave & 79th St,false,11,classic,41.75182,false,true,[],a3b28b4a-a135-11e9-9cda-0a87ae2ba916,579,579,undefined,undefined,undefined,undefined,undefined
580,-87.552812,Exchange Ave & 79th St,false,11,classic,41.751731,false,true,[],a3b2905a-a135-11e9-9cda-0a87ae2ba916,580,580,undefined,undefined,undefined,undefined,undefined
TA1309000051,-87.551208,Commercial Ave & 83rd St,false,11,classic,41.744615,false,true,[],a3b2956a-a135-11e9-9cda-0a87ae2ba916,581,581,undefined,undefined,undefined,undefined,undefined
582,-87.56506,Phillips Ave & 83rd St,false,11,classic,41.744531,false,true,[],a3b29a90-a135-11e9-9cda-0a87ae2ba916,582,582,undefined,undefined,undefined,undefined,undefined
583,-87.586005,Stony Island Ave & 82nd St,false,11,classic,41.746559,false,true,[],a3b29fae-a135-11e9-9cda-0a87ae2ba916,583,583,undefined,undefined,undefined,undefined,undefined
584,-87.599034,Ellis Ave & 83rd St,false,11,classic,41.744123,false,true,[],a3b2a4ca-a135-11e9-9cda-0a87ae2ba916,584,584,undefined,undefined,undefined,undefined,undefined
585,-87.604836,Cottage Grove Ave & 83rd St,false,11,classic,41.743441,false,true,[],a3b2a9e7-a135-11e9-9cda-0a87ae2ba916,585,585,undefined,undefined,undefined,undefined,undefined
586,-87.6148,MLK Jr Dr & 83rd St,false,11,classic,41.743116,false,true,[],a3b2af02-a135-11e9-9cda-0a87ae2ba916,586,586,undefined,undefined,undefined,undefined,undefined
587,-87.622849,Wabash Ave & 83rd St,false,11,classic,41.743316,false,true,[],a3b2b419-a135-11e9-9cda-0a87ae2ba916,587,587,undefined,undefined,undefined,undefined,undefined
588,-87.575225,South Chicago Ave & 83rd St,false,11,classic,41.743921,false,true,[],a3b2b92c-a135-11e9-9cda-0a87ae2ba916,588,588,undefined,undefined,undefined,undefined,undefined
16991,-87.749594,Milwaukee Ave & Cuyler Ave,false,11,classic,41.954468,false,true,[],a3b2be3a-a135-11e9-9cda-0a87ae2ba916,589,589,undefined,undefined,undefined,undefined,undefined
590,-87.740569,Kilbourn Ave & Irving Park Rd,false,11,classic,41.953733,false,true,[],a3b2c354-a135-11e9-9cda-0a87ae2ba916,590,590,undefined,undefined,undefined,undefined,undefined

592,-87.745359,Knox Ave & Montrose Ave,false,11,classic,41.960631,false,true,[],a3b2cd97-a135-11e9-9cda-0a87ae2ba916,592,592,undefined,undefined,undefined,undefined,undefined
593,-87.644874,Halsted St & 59th St,false,11,classic,41.787539,false,true,[],a3b2d2b7-a135-11e9-9cda-0a87ae2ba916,593,593,undefined,undefined,undefined,undefined,undefined
594,-87.683392,Western Blvd & 48th Pl,false,11,classic,41.805661,false,true,[],a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,594,594,undefined,undefined,undefined,undefined,undefined
595,-87.622634,Wabash Ave & 87th St,false,11,classic,41.736646,false,true,[],a3b2dcf0-a135-11e9-9cda-0a87ae2ba916,595,595,undefined,undefined,undefined,undefined,undefined










16010,-87.72785,Keystone Ave & Fullerton Ave,false,11,classic,41.92459,false,true,[],a3b35885-a135-11e9-9cda-0a87ae2ba916,619,619,undefined,undefined,undefined,undefined,undefined












18003,-87.620104,Fairbanks St & Superior St,false,11,classic,41.895748,false,true,[],a3b39bb0-a135-11e9-9cda-0a87ae2ba916,635,635,undefined,undefined,undefined,undefined,undefined
636,-87.636618,Orleans St & Hubbard St,false,11,classic,41.890028,false,true,[],a3b3a0c8-a135-11e9-9cda-0a87ae2ba916,636,636,undefined,undefined,undefined,undefined,undefined



18016,-87.713949,Bernard St & Elston Ave,false,11,classic,41.949923,false,true,[],a3b42a3e-a135-11e9-9cda-0a87ae2ba916,640,640,undefined,undefined,undefined,undefined,undefined
18017,-87.716755,Central Park Ave & Bloomingdale Ave,false,11,classic,41.914166,false,true,[],a3b42f5f-a135-11e9-9cda-0a87ae2ba916,641,641,undefined,undefined,undefined,undefined,undefined
642,-87.756895,Latrobe Ave & Chicago Ave,false,7,classic,41.894745,false,true,[],a3b43478-a135-11e9-9cda-0a87ae2ba916,642,642,undefined,undefined,undefined,undefined,undefined

644,-87.686234,Western Ave & Fillmore St,false,11,classic,41.868563,false,true,[],a3b43eb7-a135-11e9-9cda-0a87ae2ba916,644,644,undefined,undefined,undefined,undefined,undefined
18022,-87.683144,Archer (Damen) Ave & 37th St,false,11,classic,41.826712,false,true,[],a3b443ce-a135-11e9-9cda-0a87ae2ba916,645,645,undefined,undefined,undefined,undefined,undefined
646,-87.625923,State St & 54th St,false,11,classic,41.796642,false,true,[],a3b4497a-a135-11e9-9cda-0a87ae2ba916,646,646,undefined,undefined,undefined,undefined,undefined
647,-87.655859,Elizabeth St & 59th St,false,7,classic,41.786691,false,true,[],a3b44eba-a135-11e9-9cda-0a87ae2ba916,647,647,undefined,undefined,undefined,undefined,undefined
18025,-87.650919,Carpenter St & 63rd St,false,7,classic,41.77987,false,true,[],a3b453f2-a135-11e9-9cda-0a87ae2ba916,648,648,undefined,undefined,undefined,undefined,undefined
649,-87.634774,Stewart Ave & 63rd St,false,11,classic,41.779835,false,true,[],a3b4590f-a135-11e9-9cda-0a87ae2ba916,649,649,undefined,undefined,undefined,undefined,undefined
650,-87.635876,Eggleston Ave & 69th St,false,11,classic,41.768898,false,true,[],a3b45e26-a135-11e9-9cda-0a87ae2ba916,650,650,undefined,undefined,undefined,undefined,undefined
652,-87.611726,Rhodes Ave & 71st St,false,11,classic,41.766,false,true,[],a3b46866-a135-11e9-9cda-0a87ae2ba916,652,652,undefined,undefined,undefined,undefined,undefined
653,-87.584846,Cornell Dr & Hayes Dr,false,11,classic,41.780595,false,true,[],a3b46d7b-a135-11e9-9cda-0a87ae2ba916,653,653,undefined,undefined,undefined,undefined,undefined
654,-87.656952,Racine Ave & Washington Blvd,false,11,classic,41.883073,false,true,[],a3b4728f-a135-11e9-9cda-0a87ae2ba916,654,654,undefined,undefined,undefined,undefined,undefined










665,-87.580046,South Chicago Ave & Elliot Ave,false,7,classic,41.747363,false,true,[],a3b4aa91-a135-11e9-9cda-0a87ae2ba916,665,665,undefined,undefined,undefined,undefined,undefined

RN-,-87.63547986745834,Franklin St & Illinois St,false,11,classic,41.89102331025185,false,true,[],8995498f-1209-4b06-9317-01cd695b3b61,672,672,undefined,undefined,undefined,undefined,undefined

651,-87.621748,Michigan Ave & 71st St,false,7,classic,41.765286,false,true,[],61695579-2f75-4090-a071-c76079b5fb5d,674,674,undefined,undefined,undefined,undefined,undefined































20222,-87.52823173999786,Burnham Greenway & 105th St,false,11,classic,41.7045750872071,false,true,[],c1f104db-9ee7-4999-bd4a-ddd766c75e04,710,710,undefined,undefined,undefined,undefined,undefined







20223,-87.53481388092041,Ewing Ave & Burnham Greenway,false,11,classic,41.71274876109496,false,true,[],98fe78dc-4efa-4b39-a47c-0d94abcdb221,718,718,undefined,undefined,undefined,undefined,undefined




20108,-87.66891896724701,Hale Ave & 107th St,false,11,classic,41.699206168127674,false,true,[],da9e6779-5056-4d45-bae3-9dc325ed2807,723,723,undefined,undefined,undefined,undefined,undefined






20227,-87.56459176540375,Bradley Park,false,11,classic,41.717878301935,false,true,[],ee925757-31ce-41ad-9bb7-73b1bb363616,731,731,undefined,undefined,undefined,undefined,undefined



20204,-87.70096063613892,Kedzie Ave & 110th St,false,11,classic,41.69239474587557,false,true,[],8a677aec-442b-47b8-aff7-50852e1d26c0,736,736,undefined,undefined,undefined,undefined,undefined




undefined,-87.663975,N Southport Ave & W Newport Ave,false,8,lightweight,41.944019,false,false,[],motivate_CHI_1436495115557663136,1436495115557663136,1436495115557663136,CHI,CITY_PILOT_RACK,"3420-3424, North Southport Avenue, Wrigleyville, Lake View, Chicago, Cook County, Illinois, 60613, United States of America",8,motivate_CHI_1436495115557663136
undefined,-87.7013952,Kedzie Ave & 104th St,false,8,lightweight,41.7037764,false,false,[],motivate_CHI_1521679584953491780,1521679584953491780,1521679584953491780,CHI,CITY_PILOT_RACK,"10400-10412, South Kedzie Avenue, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",8,motivate_CHI_1521679584953491780
undefined,-87.631282,N Clark St & W Elm St,false,4,lightweight,41.902901,false,false,[],motivate_CHI_1436495096608724634,1436495096608724634,1436495096608724634,CHI,CITY_PILOT_RACK,"75, West Elm Street, Near North Side, Chicago, Cook County, Illinois, 60610, United States of America",4,motivate_CHI_1436495096608724634
undefined,-87.6773211,Damen Ave & Wabansia Ave,false,8,lightweight,41.9122813,false,false,[],motivate_CHI_1521686986436309688,1521686986436309688,1521686986436309688,CHI,CITY_PILOT_RACK,"1953, West Wabansia Avenue, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States",8,motivate_CHI_1521686986436309688
undefined,-87.615425,Martin Luther King Dr & 111th St,false,6,lightweight,41.692615,false,false,[],motivate_CHI_1448642179437434486,1448642179437434486,1448642179437434486,CHI,CITY_PILOT_RACK,"Filter Building, East 111th Street, Arcade Row, Chicago, Cook County, Illinois, 60628, United States of America",6,motivate_CHI_1448642179437434486
undefined,-87.620843,S Michigan Ave & E 118th St,false,6,lightweight,41.679804,false,false,[],motivate_CHI_1448642175142467180,1448642175142467180,1448642175142467180,CHI,CITY_PILOT_RACK,"34, East 118th Street, Chicago, Cook County, Illinois, 60628, United States of America",6,motivate_CHI_1448642175142467180
undefined,-87.531067,Steelworkers Park,false,6,lightweight,41.738246,false,false,[],motivate_CHI_1448642188027369090,1448642188027369090,1448642188027369090,CHI,CITY_PILOT_RACK,"Tribute to the Past, East 87th Street, South Chicago, Chicago, Cook County, Illinois, 60617, United States of America",6,motivate_CHI_1448642188027369090
undefined,-87.649345,S Aberdeen St & W 106th St,false,3,lightweight,41.701217,false,false,[],motivate_CHI_1448642162257565290,1448642162257565290,1448642162257565290,CHI,CITY_PILOT_RACK,"Mount Vernon Elementary School, South Aberdeen Street, Washington Heights, Chicago, Cook County, Illinois, 60643, United States of America",3,motivate_CHI_1448642162257565290
undefined,-87.59399,Woodlawn & 103rd - Olive Harvey Vaccination Site,false,10,lightweight,41.707338,false,false,[],motivate_CHI_1448642183732401786,1448642183732401786,1448642183732401786,CHI,CITY_PILOT_RACK,"10495, South Woodlawn Avenue, Chicago, Cook County, Illinois, 60628, United States of America",10,motivate_CHI_1448642183732401786
undefined,-87.6531893,N Carpenter St & W Lake St,false,6,lightweight,41.885586,false,false,[],motivate_CHI_1436495105198659246,1436495105198659246,1436495105198659246,CHI,CITY_PILOT_RACK,"1023, West Lake Street, Near West Side, Chicago, Cook County, Illinois, 60661, United States of America",6,motivate_CHI_1436495105198659246
undefined,-87.653449,W Armitage Ave & N Sheffield Ave,false,8,lightweight,41.917805,false,false,[],motivate_CHI_1436495105198659242,1436495105198659242,1436495105198659242,CHI,CITY_PILOT_RACK,"1964, North Sheffield Avenue, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States of America",8,motivate_CHI_1436495105198659242
undefined,-87.671469,N Paulina St & Lincoln Ave,false,6,lightweight,41.943838,false,false,[],motivate_CHI_1436495122378528446,1436495122378528446,1436495122378528446,CHI,CITY_PILOT_RACK,"3413-3419, North Lincoln Avenue, Lake View, Chicago, Cook County, Illinois, 60613, United States of America",6,motivate_CHI_1436495122378528446
undefined,-87.6537676,N Sheffield Ave & W Wellington Ave,false,6,lightweight,41.9362263,false,false,[],motivate_CHI_1436495118083561146,1436495118083561146,1436495118083561146,CHI,CITY_PILOT_RACK,"2953-2955, North Sheffield Avenue, Lincoln Park, Lake View, Chicago, Cook County, Illinois, 60657, United States of America",6,motivate_CHI_1436495118083561146
undefined,-87.6423847,Hampden Ct & Diversey Ave,false,8,lightweight,41.9325593,false,false,[],motivate_CHI_1521690221159885714,1521690221159885714,1521690221159885714,CHI,CITY_PILOT_RACK,"2768, North Hampden Court, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",8,motivate_CHI_1521690221159885714
undefined,-87.648484,N Green St & W Lake St,false,8,lightweight,41.885579,false,false,[],motivate_CHI_1436495109493626546,1436495109493626546,1436495109493626546,CHI,CITY_PILOT_RACK,"817, West Lake Street, Near West Side, Chicago, Cook County, Illinois, 60661, United States of America",8,motivate_CHI_1436495109493626546
undefined,-87.6280518,S Wentworth Ave & W 111th St,false,5,lightweight,41.6926176,false,false,[],motivate_CHI_1448642162257565286,1448642162257565286,1448642162257565286,CHI,CITY_PILOT_RACK,"207, West 111th Street, Morgan Park, Chicago, Cook County, Illinois, 60643, United States of America",5,motivate_CHI_1448642162257565286
undefined,-87.6319447,Ping Tom Park (East),false,6,lightweight,41.8579886,false,false,[],motivate_CHI_1500206163166594382,1500206163166594382,1500206163166594382,CHI,CITY_PILOT_RACK,"Stone Talk, South Wentworth Avenue, Near South Side, South Loop, Chicago, Cook County, Illinois, 60616, United States",6,motivate_CHI_1500206163166594382
undefined,-87.617054,Indiana Ave & 133rd St,false,6,lightweight,41.653564,false,false,[],motivate_CHI_1448642188027369086,1448642188027369086,1448642188027369086,CHI,CITY_PILOT_RACK,"210, East 133rd Street, Riverdale, Chicago, Cook County, Illinois, 60827, United States of America",6,motivate_CHI_1448642188027369086
undefined,-87.649931,W Washington Blvd & N Peoria St,false,6,lightweight,41.883043,false,false,[],motivate_CHI_1436495109493626544,1436495109493626544,1436495109493626544,CHI,CITY_PILOT_RACK,"901, West Washington Boulevard, Near West Side, Chicago, Cook County, Illinois, 60644, United States of America",6,motivate_CHI_1436495109493626544
undefined,-87.717074,W 103rd St & S Avers Ave,false,10,lightweight,41.705846,false,false,[],motivate_CHI_1448642179437434482,1448642179437434482,1448642179437434482,CHI,CITY_PILOT_RACK,"Graham School of Management, South Avers Avenue, Mount Greenwood, Chicago, Cook County, Illinois, 60655, United States of America",10,motivate_CHI_1448642179437434482
undefined,-87.602938,Maryland Ave & 104th St,false,10,lightweight,41.705588,false,false,[],motivate_CHI_1448642183732401788,1448642183732401788,1448642183732401788,CHI,CITY_PILOT_RACK,"Pullman Wheel Works, 833-901, East 104th Street, Chicago, Cook County, Illinois, 60628, United States of America",10,motivate_CHI_1448642183732401788
undefined,-87.5365497,Avenue L & 114th St,false,10,lightweight,41.6881169,false,false,[],motivate_CHI_1448642175142467184,1448642175142467184,1448642175142467184,CHI,CITY_PILOT_RACK,"George Washington High School, South Avenue L, East Side, Chicago, Cook County, Illinois, 60617, United States of America",10,motivate_CHI_1448642175142467184
undefined,-87.644042,W Oakdale Ave & N Broadway,false,6,lightweight,41.935581,false,false,[],motivate_CHI_1436495100903691938,1436495100903691938,1436495100903691938,CHI,CITY_PILOT_RACK,"2919-2935, North Broadway, Lincoln Park, Lake View, Chicago, Cook County, Illinois, 60657, United States of America",6,motivate_CHI_1436495100903691938
undefined,-87.678519,N Damen Ave & W Chicago Ave,false,6,lightweight,41.895809,false,false,[],motivate_CHI_1436495119852630436,1436495119852630436,1436495119852630436,CHI,CITY_PILOT_RACK,"Mariano's, 2021, West Chicago Avenue, West Town, Chicago, Cook County, Illinois, 60622, United States of America",6,motivate_CHI_1436495119852630436
